						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
Y244	9086	        031A	
P113	9090	007C		See also U+01C0 and U+2223.		
P173	9091	01C1		See also U+2016.		
P144	9092	02D6	2B	"Possible mappings include U+002B, U+207A and U+208A."	031F	
P110	9093	02CC			0329	
P111	9094	02C8	"27,92"	"U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable. Tones can be represented in Unicode using U+02E5..U+02E9. See also U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
P146	9095	002D	"96,AD"	"Encore glyph SILID 9095 is most likely to be used for U+002D or U+2212. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
P112	9096	007C		See also U+01C0 and U+2223.		
Wn130	9097	201A	2C	Possible mappings include U+002C and U+201A.	0326	
Wn132	9098	201E				
Wn133	9099	2026				
Z033	9100	02D5			031E	
Z035	9101	02D4			031D	
Z037	9102	PUA			0318	
Z039	9103	02EB			0319	
V105	9104	A717		New in Unicode 5.0
V106	9105	A718		New in Unicode 5.0
V107	9106	A719		New in Unicode 5.0
V108	9107	02CB	"60,91"	"Tones can also be represented in Unicode using U+02E5..U+02E9. See also U+0060, U+02CB, U+2018 and U+2035."	PUA	See also U+0300.
V109	9108	02C8	"27,92"	"Encore glyph SILID 9108 resembles U+02C8 in shape but not in intended function (9108 was added for use as a tone mark; U+02C8 is primarily intended for indicating primary stress -- for which purpose it is written before the stressed syllable). Tones can be represented in Unicode using U+02E5..U+02E9. Possible mappings include U+0027, U+02C8 and U+2019."	030D	"See also U+0312, U+0313, U+0314 and U+0315."
V110	9109	02CA	"27,92,B4"	"The appropriate mapping of Encore glyph SILID 9109 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0301	
V111	9110	02C9	AF	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212. Tones can also be represented in Unicode using U+02E5..U+02E9. "	0304	See also U+0305 and U+033F
V112	9111	A71A		New in Unicode 5.0
Y183	9112	00BD				
Y184	9113	2153				
Y185	9114	00BC				
Y186	9118	215B				
Y187	9123	2154				
V103	9128	230A		Encore glyph SILID 9128 could perhaps be mapped to U+231E.		
V104	9129	230B		Encore glyph SILID 9129 could perhaps be mapped to U+231F.		
Y241	9130	2044	2F	Possible mappings include U+002F and U+2215.	0338	"See U+0337 and U+0338. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Y188	9134	00BE				
Y189	9138	215C				
V113	9148	2117				
Y232	9152	2040		See also U+2322.	0361	
Y238	9153	035C		New in Unicode 4.1. See also U+203F and U+2323.		
Y190	9158	215D				
Y191	9178	215E				
P114	9179	01C2				
V041	9180				FE22	Use of U+FE22 should be avoided.
Y145	9200	0030				
Y149	9201	0031				
Y153	9202	0032				
Y158	9203	0033				
Y162	9204	0034				
Y166	9205	0035				
Y170	9206	0036				
Y174	9207	0037				
Y178	9208	0038				
Y182	9209	0039				
V035	9237	2018	60	"Possible mappings include U+0060, U+02CB, U+2018 and U+2035."	0312	"See also U+0313, U+0314 and U+0315."
V036	9238	2019	"27,B4"	"The appropriate mapping of Encore glyph SILID 9238 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	See also U+0313
Y230	9252				FE20	Use of U+FE20 should be avoided.
Y239	9253	PUA		Use U+035C		
W035	9258	2116				
V033	9266	201C				
V034	9267	201D	22	"The appropriate mapping of Encore glyph SILID 9267 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."		
V042	9280				FE22	Use of U+FE22 should be avoided.
Y218	9337	201B				
Y231	9352				FE21	Use of U+FE21 should be avoided.
Y240	9353	PUA		Use U+035C		
Y219	9366	201F	93			
V043	9380	FE23				
Y233	9452				FE20	Use of U+FE20 should be avoided.
Y236	9453	PUA		Use U+035C		
V044	9480				FE23	Use of U+FE23 should be avoided.
Y234	9552				FE21	Use of U+FE21 should be avoided.
Y237	9553	PUA		Use U+035C		
Y142	9700	2080		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9702 should probably be mapped to U+0030."		
Y146	9701	2081		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9703 should probably be mapped to U+0031."		
Y150	9702	2082		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9704 should probably be mapped to U+0032."		
Y155	9703	2083		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9705 should probably be mapped to U+0033."		
Y159	9704	2084		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9706 should probably be mapped to U+0034."		
Y163	9705	2085		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9707 should probably be mapped to U+0035."		
Y167	9706	2086		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9708 should probably be mapped to U+0036."		
Y171	9707	2087		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9709 should probably be mapped to U+0037."		
Y175	9708	2088		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9800 should probably be mapped to U+0038."		
Y179	9709	2089		"Unless subscripting is being used for a semantic distinction that should be retained in plain text, Encore glyph SILID 9801 should probably be mapped to U+0039."		
Y143	9800	2070		"For non-phonetic usage, Encore glyph SILID 9800 should probably be mapped to the non-superscript character U+0030."		
Y147	9801	00B9		"For non-phonetic usage, Encore glyph SILID 9801 should probably be mapped to the non-superscript character U+0031."		
Y151	9802	00B2		"For non-phonetic usage, Encore glyph SILID 9802 should probably be mapped to the non-superscript character U+0032."		
Y156	9803	00B3		"For non-phonetic usage, Encore glyph SILID 9803 should probably be mapped to the non-superscript character U+0033."		
Y160	9804	2074		"For non-phonetic usage, Encore glyph SILID 9804 should probably be mapped to the non-superscript character U+0034."		
Y164	9805	2075		"For non-phonetic usage, Encore glyph SILID 9805 should probably be mapped to the non-superscript character U+0035."		
Y168	9806	2076		"For non-phonetic usage, Encore glyph SILID 9806 should probably be mapped to the non-superscript character U+0036."		
Y172	9807	2077		"For non-phonetic usage, Encore glyph SILID 9807 should probably be mapped to the non-superscript character U+0037."		
Y176	9808	2078		"For non-phonetic usage, Encore glyph SILID 9808 should probably be mapped to the non-superscript character U+0038."		
Y180	9809	2079		"For non-phonetic usage, Encore glyph SILID 9809 should probably be mapped to the non-superscript character U+0039."		
Y210	9810	00B7	"2E,95"	"Possible mappings include U+002E, U+00B7, U+02D9 and U+2022."	0307	
Y214	9811	002C	82	"Possible mappings include U+0027, U+002C, U+02BC, U+00B4 and U+2019. If a different character distinction needs to be made, Encore glyph SILID 9811 should be mapped to a PUA character."	0315	See also U+0313
Y216	9812	003B		"If a character distinction needs to be made, Encore glyph SILID 9812 should be mapped to a PUA character. See also U+037E."		
Y212	9813	003A		"If a character distinction needs to be made, Encore glyph SILID 9813 should be mapped to U+A789."		
Y245	9822	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212. If a character distinction needs to be made, Encore glyph SILID 9822 should be mapped to a PUA character."	0304	See also U+0305 and U+033F
Y248	9823	2013	"2D,96,97,AD,AF"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212. If a character distinction needs to be made, Encore glyph SILID 9823 should be mapped to a PUA character."	0304	See also U+0305 and U+033F
Y144	9900	2070		"For non-phonetic usage, Encore glyph SILID 9900 should probably be mapped to the non-superscript character U+0030."		
Y148	9901	00B9		"For non-phonetic usage, Encore glyph SILID 9901 should probably be mapped to the non-superscript character U+0031."		
Y152	9902	00B2		"For non-phonetic usage, Encore glyph SILID 9902 should probably be mapped to the non-superscript character U+0032."		
Y157	9903	00B3		"For non-phonetic usage, Encore glyph SILID 9903 should probably be mapped to the non-superscript character U+0033."		
Y161	9904	2074		"For non-phonetic usage, Encore glyph SILID 9904 should probably be mapped to the non-superscript character U+0034."		
Y165	9905	2075		"For non-phonetic usage, Encore glyph SILID 9905 should probably be mapped to the non-superscript character U+0035."		
Y169	9906	2076		"For non-phonetic usage, Encore glyph SILID 9906 should probably be mapped to the non-superscript character U+0036."		
Y173	9907	2077		"For non-phonetic usage, Encore glyph SILID 9907 should probably be mapped to the non-superscript character U+0037."		
Y177	9908	2078		"For non-phonetic usage, Encore glyph SILID 9908 should probably be mapped to the non-superscript character U+0038."		
Y181	9909	2079		"For non-phonetic usage, Encore glyph SILID 9909 should probably be mapped to the non-superscript character U+0039."		
Y211	9910	00B7	"2E,95"	"Possible mappings include U+002E, U+00B7, U+02D9 and U+2022."	0307	
Y215	9911	002C	82	"Possible mappings include U+02BC and U+201A. If a different character distinction needs to be made, Encore glyph SILID 9811 should be mapped to a PUA character."	0315	See also U+0313
Y217	9912	003B		"If a character distinction needs to be made, Encore glyph SILID 9812 should be mapped to a PUA character. See also U+037E."		
Y213	9913	003A		"If a character distinction needs to be made, Encore glyph SILID 9813 should be mapped to U+A789."		
Y246	9922	002D	"96,AD"	"The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212. If a character distinction needs to be made, Encore glyph SILID 9922 should be mapped to a PUA character."	0304	See also U+0305 and U+033F
